meta,protein,target,source
CIDs00440101,511145.b1541,False,pmidb_ecoil
CIDs00440101,511145.b1550,False,pmidb_ecoil
CIDs00440101,511145.b1564,False,pmidb_ecoil
CIDs00440101,511145.b1569,False,pmidb_ecoil
CIDs00440101,511145.b1570,False,pmidb_ecoil
CIDs00440101,511145.b1583,False,pmidb_ecoil
CIDs00440101,511145.b1584,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1586,False,pmidb_ecoil
CIDs00440101,511145.b1587,0,piazza
CIDs00440101,511145.b1588,0,piazza
CIDs00440101,511145.b1591,False,pmidb_ecoil
CIDs00440101,511145.b1593,False,pmidb_ecoil
CIDs00440101,511145.b1596,False,pmidb_ecoil
CIDs00440101,511145.b1598,False,pmidb_ecoil
CIDs00440101,511145.b1602,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1603,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1604,False,pmidb_ecoil
CIDs00440101,511145.b1605,0,piazza
CIDs00440101,511145.b1606,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1608,False,pmidb_ecoil
CIDs00440101,511145.b1611,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1612,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1613,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1614,False,pmidb_ecoil
CIDs00440101,511145.b1618,False,pmidb_ecoil
CIDs00440101,511145.b1619,False,pmidb_ecoil
CIDs00440101,511145.b1621,0,piazza
CIDs00440101,511145.b1622,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1623,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1624,False,pmidb_ecoil
CIDs00440101,511145.b1629,False,pmidb_ecoil
CIDs00440101,511145.b1635,False,pmidb_ecoil
CIDs00440101,511145.b1636,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1637,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1638,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1640,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1641,False,pmidb_ecoil
CIDs00440101,511145.b1642,False,pmidb_ecoil
CIDs00440101,511145.b1646,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1647,False,pmidb_ecoil
CIDs00440101,511145.b1649,False,pmidb_ecoil
CIDs00440101,511145.b1650,False,pmidb_ecoil
CIDs00440101,511145.b1651,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1652,False,pmidb_ecoil
CIDs00440101,511145.b1654,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1656,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1658,False,pmidb_ecoil
CIDs00440101,511145.b1659,False,pmidb_ecoil
CIDs00440101,511145.b1661,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1662,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1664,False,pmidb_ecoil
CIDs00440101,511145.b1667,False,pmidb_ecoil
CIDs00440101,511145.b1668,False,pmidb_ecoil
CIDs00440101,511145.b1673,False,pmidb_ecoil
CIDs00440101,511145.b1675,False,pmidb_ecoil
CIDs00440101,511145.b1676,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1677,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1678,False,pmidb_ecoil
CIDs00440101,511145.b1679,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1680,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1681,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1682,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1683,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1684,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1686,False,pmidb_ecoil
CIDs00440101,511145.b1687,False,pmidb_ecoil
CIDs00440101,511145.b1693,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1698,False,pmidb_ecoil
CIDs00440101,511145.b1702,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1703,False,pmidb_ecoil
CIDs00440101,511145.b1704,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1706,False,pmidb_ecoil
CIDs00440101,511145.b1710,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1712,False,pmidb_ecoil
CIDs00440101,511145.b1713,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1714,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1716,False,pmidb_ecoil
CIDs00440101,511145.b1717,False,pmidb_ecoil
CIDs00440101,511145.b1718,False,pmidb_ecoil
CIDs00440101,511145.b1719,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1723,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1724,False,pmidb_ecoil
CIDs00440101,511145.b1725,False,pmidb_ecoil
CIDs00440101,511145.b1727,False,pmidb_ecoil
CIDs00440101,511145.b1729,False,pmidb_ecoil
CIDs00440101,511145.b1732,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1734,0,piazza
CIDs00440101,511145.b1738,False,pmidb_ecoil
CIDs00440101,511145.b1740,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1743,False,pmidb_ecoil
CIDs00440101,511145.b1746,0,piazza
CIDs00440101,511145.b1748,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1749,False,pmidb_ecoil
CIDs00440101,511145.b1754,False,pmidb_ecoil
CIDs00440101,511145.b1757,False,pmidb_ecoil
CIDs00440101,511145.b1759,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1761,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1763,False,pmidb_ecoil
CIDs00440101,511145.b1764,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1765,False,pmidb_ecoil
CIDs00440101,511145.b1767,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1768,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1770,False,pmidb_ecoil
CIDs00440101,511145.b1773,0,piazza
CIDs00440101,511145.b1778,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1779,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1780,False,pmidb_ecoil
CIDs00440101,511145.b1781,0,piazza
CIDs00440101,511145.b1783,False,pmidb_ecoil
CIDs00440101,511145.b1784,False,pmidb_ecoil
CIDs00440101,511145.b1786,False,pmidb_ecoil
CIDs00440101,511145.b1787,False,pmidb_ecoil
CIDs00440101,511145.b1792,False,pmidb_ecoil
CIDs00440101,511145.b1794,False,pmidb_ecoil
CIDs00440101,511145.b1800,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1804,False,pmidb_ecoil
CIDs00440101,511145.b1805,0,piazza
CIDs00440101,511145.b1807,False,pmidb_ecoil
CIDs00440101,511145.b1809,False,pmidb_ecoil
CIDs00440101,511145.b1810,False,pmidb_ecoil
CIDs00440101,511145.b1811,False,pmidb_ecoil
CIDs00440101,511145.b1812,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1814,0,piazza
CIDs00440101,511145.b1817,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1819,0,piazza
CIDs00440101,511145.b1822,False,pmidb_ecoil
CIDs00440101,511145.b1823,False,pmidb_ecoil
CIDs00440101,511145.b1827,False,pmidb_ecoil
CIDs00440101,511145.b1828,False,pmidb_ecoil
CIDs00440101,511145.b1830,False,pmidb_ecoil
CIDs00440101,511145.b1831,False,pmidb_ecoil
CIDs00440101,511145.b1832,False,pmidb_ecoil
CIDs00440101,511145.b1835,False,pmidb_ecoil
CIDs00440101,511145.b1836,False,pmidb_ecoil
CIDs00440101,511145.b1839,False,pmidb_ecoil
CIDs00440101,511145.b1841,False,pmidb_ecoil
CIDs00440101,511145.b1842,False,pmidb_ecoil
CIDs00440101,511145.b1844,False,pmidb_ecoil
CIDs00440101,511145.b1845,False,pmidb_ecoil
CIDs00440101,511145.b1846,False,pmidb_ecoil
CIDs00440101,511145.b1847,False,pmidb_ecoil
CIDs00440101,511145.b1848,False,pmidb_ecoil
CIDs00440101,511145.b1849,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1850,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1851,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1852,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1853,False,pmidb_ecoil
CIDs00440101,511145.b1854,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1855,0,piazza
CIDs00440101,511145.b1857,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1860,False,pmidb_ecoil
CIDs00440101,511145.b1864,False,pmidb_ecoil
CIDs00440101,511145.b1865,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1866,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1867,False,pmidb_ecoil
CIDs00440101,511145.b1868,False,pmidb_ecoil
CIDs00440101,511145.b1870,False,pmidb_ecoil
CIDs00440101,511145.b1871,False,pmidb_ecoil
CIDs00440101,511145.b1872,0,piazza
CIDs00440101,511145.b1874,False,pmidb_ecoil
CIDs00440101,511145.b1875,False,pmidb_ecoil
CIDs00440101,511145.b1876,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1895,False,pmidb_ecoil
CIDs00440101,511145.b1896,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1897,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1901,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1905,False,pmidb_ecoil
CIDs00440101,511145.b1908,False,pmidb_ecoil
CIDs00440101,511145.b1913,False,pmidb_ecoil
CIDs00440101,511145.b1914,False,pmidb_ecoil
CIDs00440101,511145.b1917,False,pmidb_ecoil
CIDs00440101,511145.b1919,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1920,False,pmidb_ecoil
CIDs00440101,511145.b1927,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1952,False,pmidb_ecoil
CIDs00440101,511145.b1955,False,pmidb_ecoil
CIDs00440101,511145.b1961,False,pmidb_ecoil
CIDs00440101,511145.b1967,False,pmidb_ecoil
CIDs00440101,511145.b1969,False,pmidb_ecoil
CIDs00440101,511145.b1970,False,pmidb_ecoil
CIDs00440101,511145.b1971,False,pmidb_ecoil
CIDs00440101,511145.b1976,False,pmidb_ecoil
CIDs00440101,511145.b1981,0,piazza
CIDs00440101,511145.b1982,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1983,False,pmidb_ecoil
CIDs00440101,511145.b1987,False,pmidb_ecoil
CIDs00440101,511145.b1990,False,pmidb_ecoil
CIDs00440101,511145.b1991,False,piazza;pmidb_ecoil
CIDs00440101,511145.b1993,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2000,False,pmidb_ecoil
CIDs00440101,511145.b2007,False,pmidb_ecoil
CIDs00440101,511145.b2009,False,pmidb_ecoil
CIDs00440101,511145.b2011,False,pmidb_ecoil
CIDs00440101,511145.b2012,False,pmidb_ecoil
CIDs00440101,511145.b2016,False,pmidb_ecoil
CIDs00440101,511145.b2019,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2020,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2021,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2022,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2023,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2024,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2025,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2026,True,piazza;pmidb_ecoil
CIDs00440101,511145.b2027,0,piazza
CIDs00440101,511145.b2028,0,piazza
CIDs00440101,511145.b2029,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2032,0,piazza
CIDs00440101,511145.b2034,0,piazza
CIDs00440101,511145.b2036,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2038,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2039,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2040,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2041,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2042,False,pmidb_ecoil
CIDs00440101,511145.b2053,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2065,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2066,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2068,False,pmidb_ecoil
CIDs00440101,511145.b2069,False,pmidb_ecoil
CIDs00440101,511145.b2079,False,pmidb_ecoil
CIDs00440101,511145.b2080,False,pmidb_ecoil
CIDs00440101,511145.b2081,False,pmidb_ecoil
CIDs00440101,511145.b2091,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2093,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2094,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2095,True,piazza;pmidb_ecoil
CIDs00440101,511145.b2096,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2097,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2099,False,pmidb_ecoil
CIDs00440101,511145.b2103,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2104,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2105,False,pmidb_ecoil
CIDs00440101,511145.b2107,False,pmidb_ecoil
CIDs00440101,511145.b2113,False,pmidb_ecoil
CIDs00440101,511145.b2114,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2124,False,pmidb_ecoil
CIDs00440101,511145.b2129,0,piazza
CIDs00440101,511145.b2131,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2132,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2133,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2134,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2137,False,pmidb_ecoil
CIDs00440101,511145.b2140,False,pmidb_ecoil
CIDs00440101,511145.b2143,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2149,0,piazza
CIDs00440101,511145.b2150,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2153,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2154,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2157,False,pmidb_ecoil
CIDs00440101,511145.b2159,False,pmidb_ecoil
CIDs00440101,511145.b2168,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2169,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2171,False,pmidb_ecoil
CIDs00440101,511145.b2173,False,pmidb_ecoil
CIDs00440101,511145.b2177,False,pmidb_ecoil
CIDs00440101,511145.b2180,False,pmidb_ecoil
CIDs00440101,511145.b2181,False,pmidb_ecoil
CIDs00440101,511145.b2183,False,pmidb_ecoil
CIDs00440101,511145.b2185,False,pmidb_ecoil
CIDs00440101,511145.b2186,False,pmidb_ecoil
CIDs00440101,511145.b2187,False,pmidb_ecoil
CIDs00440101,511145.b2193,False,pmidb_ecoil
CIDs00440101,511145.b2194,False,pmidb_ecoil
CIDs00440101,511145.b2206,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2209,False,pmidb_ecoil
CIDs00440101,511145.b2210,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2215,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2216,False,pmidb_ecoil
CIDs00440101,511145.b2217,False,pmidb_ecoil
CIDs00440101,511145.b2224,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2231,False,pmidb_ecoil
CIDs00440101,511145.b2232,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2234,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2235,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2237,False,pmidb_ecoil
CIDs00440101,511145.b2239,0,piazza
CIDs00440101,511145.b2241,0,piazza
CIDs00440101,511145.b2249,False,pmidb_ecoil
CIDs00440101,511145.b2251,0,piazza
CIDs00440101,511145.b2253,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2254,0,piazza
CIDs00440101,511145.b2255,0,piazza
CIDs00440101,511145.b2257,0,piazza
CIDs00440101,511145.b2259,False,pmidb_ecoil
CIDs00440101,511145.b2260,0,piazza
CIDs00440101,511145.b2261,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2262,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2264,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2265,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2266,False,pmidb_ecoil
CIDs00440101,511145.b2267,False,pmidb_ecoil
CIDs00440101,511145.b2268,False,pmidb_ecoil
CIDs00440101,511145.b2270,False,pmidb_ecoil
CIDs00440101,511145.b2271,False,pmidb_ecoil
CIDs00440101,511145.b2276,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2278,0,piazza
CIDs00440101,511145.b2281,0,piazza
CIDs00440101,511145.b2283,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2284,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2285,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2286,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2287,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2288,0,piazza
CIDs00440101,511145.b2289,False,pmidb_ecoil
CIDs00440101,511145.b2290,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2291,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2293,False,pmidb_ecoil
CIDs00440101,511145.b2294,False,pmidb_ecoil
CIDs00440101,511145.b2296,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2297,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2299,False,pmidb_ecoil
CIDs00440101,511145.b2300,False,pmidb_ecoil
CIDs00440101,511145.b2301,False,pmidb_ecoil
CIDs00440101,511145.b2302,False,pmidb_ecoil
CIDs00440101,511145.b2303,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2304,False,pmidb_ecoil
CIDs00440101,511145.b2306,0,piazza
CIDs00440101,511145.b2308,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2309,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2310,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2311,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2312,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2315,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2316,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2318,False,pmidb_ecoil
CIDs00440101,511145.b2319,False,pmidb_ecoil
CIDs00440101,511145.b2320,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2321,False,pmidb_ecoil
CIDs00440101,511145.b2323,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2324,False,pmidb_ecoil
CIDs00440101,511145.b2325,False,pmidb_ecoil
CIDs00440101,511145.b2328,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2329,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2330,False,pmidb_ecoil
CIDs00440101,511145.b2331,False,pmidb_ecoil
CIDs00440101,511145.b2335,False,pmidb_ecoil
CIDs00440101,511145.b2340,False,pmidb_ecoil
CIDs00440101,511145.b2343,False,pmidb_ecoil
CIDs00440101,511145.b2344,0,piazza
CIDs00440101,511145.b2366,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2369,False,pmidb_ecoil
CIDs00440101,511145.b2374,0,piazza
CIDs00440101,511145.b2378,0,piazza
CIDs00440101,511145.b2379,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2388,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2400,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2405,False,pmidb_ecoil
CIDs00440101,511145.b2406,0,piazza
CIDs00440101,511145.b2407,0,piazza
CIDs00440101,511145.b2411,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2412,False,pmidb_ecoil
CIDs00440101,511145.b2414,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2415,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2416,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2417,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2418,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2421,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2422,0,piazza
CIDs00440101,511145.b2425,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2426,False,pmidb_ecoil
CIDs00440101,511145.b2428,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2431,False,pmidb_ecoil
CIDs00440101,511145.b2434,False,pmidb_ecoil
CIDs00440101,511145.b2436,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2439,False,pmidb_ecoil
CIDs00440101,511145.b2440,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2441,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2450,False,pmidb_ecoil
CIDs00440101,511145.b2457,False,pmidb_ecoil
CIDs00440101,511145.b2459,False,pmidb_ecoil
CIDs00440101,511145.b2463,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2464,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2465,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2466,False,pmidb_ecoil
CIDs00440101,511145.b2467,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2470,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2471,False,pmidb_ecoil
CIDs00440101,511145.b2472,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2473,False,pmidb_ecoil
CIDs00440101,511145.b2475,False,pmidb_ecoil
CIDs00440101,511145.b2476,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2477,False,pmidb_ecoil
CIDs00440101,511145.b2478,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2479,False,pmidb_ecoil
CIDs00440101,511145.b2480,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2482,0,piazza
CIDs00440101,511145.b2484,0,piazza
CIDs00440101,511145.b2487,0,piazza
CIDs00440101,511145.b2494,False,pmidb_ecoil
CIDs00440101,511145.b2495,False,pmidb_ecoil
CIDs00440101,511145.b2496,False,pmidb_ecoil
CIDs00440101,511145.b2498,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2499,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2500,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2501,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2502,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2507,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2508,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2509,False,pmidb_ecoil
CIDs00440101,511145.b2510,False,pmidb_ecoil
CIDs00440101,511145.b2511,False,pmidb_ecoil
CIDs00440101,511145.b2514,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2515,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2516,False,pmidb_ecoil
CIDs00440101,511145.b2517,False,pmidb_ecoil
CIDs00440101,511145.b2518,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2521,True,piazza;pmidb_ecoil
CIDs00440101,511145.b2522,False,pmidb_ecoil
CIDs00440101,511145.b2523,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2524,False,pmidb_ecoil
CIDs00440101,511145.b2525,True,pmidb_ecoil
CIDs00440101,511145.b2526,False,pmidb_ecoil
CIDs00440101,511145.b2527,False,pmidb_ecoil
CIDs00440101,511145.b2528,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2529,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2530,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2531,False,pmidb_ecoil
CIDs00440101,511145.b2532,False,pmidb_ecoil
CIDs00440101,511145.b2533,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2541,0,piazza
CIDs00440101,511145.b2549,False,pmidb_ecoil
CIDs00440101,511145.b2551,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2552,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2553,False,pmidb_ecoil
CIDs00440101,511145.b2554,False,pmidb_ecoil
CIDs00440101,511145.b2557,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2562,False,pmidb_ecoil
CIDs00440101,511145.b2563,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2564,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2566,False,pmidb_ecoil
CIDs00440101,511145.b2567,False,pmidb_ecoil
CIDs00440101,511145.b2569,False,pmidb_ecoil
CIDs00440101,511145.b2571,False,pmidb_ecoil
CIDs00440101,511145.b2572,False,pmidb_ecoil
CIDs00440101,511145.b2574,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2575,False,pmidb_ecoil
CIDs00440101,511145.b2576,False,pmidb_ecoil
CIDs00440101,511145.b2579,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2580,False,pmidb_ecoil
CIDs00440101,511145.b2581,False,pmidb_ecoil
CIDs00440101,511145.b2582,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2584,False,pmidb_ecoil
CIDs00440101,511145.b2585,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2592,False,pmidb_ecoil
CIDs00440101,511145.b2593,False,pmidb_ecoil
CIDs00440101,511145.b2594,False,pmidb_ecoil
CIDs00440101,511145.b2597,False,pmidb_ecoil
CIDs00440101,511145.b2599,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2600,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2601,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2606,False,pmidb_ecoil
CIDs00440101,511145.b2607,False,pmidb_ecoil
CIDs00440101,511145.b2608,False,pmidb_ecoil
CIDs00440101,511145.b2609,False,pmidb_ecoil
CIDs00440101,511145.b2610,False,pmidb_ecoil
CIDs00440101,511145.b2614,False,pmidb_ecoil
CIDs00440101,511145.b2615,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2618,False,pmidb_ecoil
CIDs00440101,511145.b2620,False,pmidb_ecoil
CIDs00440101,511145.b2622,False,pmidb_ecoil
CIDs00440101,511145.b2627,False,pmidb_ecoil
CIDs00440101,511145.b2642,False,pmidb_ecoil
CIDs00440101,511145.b2661,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2662,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2663,0,piazza
CIDs00440101,511145.b2665,False,pmidb_ecoil
CIDs00440101,511145.b2669,False,pmidb_ecoil
CIDs00440101,511145.b2675,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2676,True,piazza;pmidb_ecoil
CIDs00440101,511145.b2679,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2682,True,piazza;pmidb_ecoil
CIDs00440101,511145.b2684,False,pmidb_ecoil
CIDs00440101,511145.b2687,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2688,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2690,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2696,False,pmidb_ecoil
CIDs00440101,511145.b2697,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2699,False,pmidb_ecoil
CIDs00440101,511145.b2700,False,pmidb_ecoil
CIDs00440101,511145.b2701,0,piazza
CIDs00440101,511145.b2703,0,piazza
CIDs00440101,511145.b2708,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2711,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2714,False,pmidb_ecoil
CIDs00440101,511145.b2717,False,pmidb_ecoil
CIDs00440101,511145.b2720,0,piazza
CIDs00440101,511145.b2721,0,piazza
CIDs00440101,511145.b2727,False,pmidb_ecoil
CIDs00440101,511145.b2733,False,pmidb_ecoil
CIDs00440101,511145.b2735,False,pmidb_ecoil
CIDs00440101,511145.b2741,False,pmidb_ecoil
CIDs00440101,511145.b2742,True,pmidb_ecoil
CIDs00440101,511145.b2743,False,pmidb_ecoil
CIDs00440101,511145.b2744,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2745,False,pmidb_ecoil
CIDs00440101,511145.b2746,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2747,False,piazza;pmidb_ecoil
CIDs00440101,511145.b2750,False,piazza;pmidb_ecoil
